[step],(mean) curr-fish-count,(mean) curr-shark-count,(mean) curr-food-count
855,909.7142857,47.14285714,60.57142857
856,906.1428571,47.14285714,60.57142857
857,906.5714286,47.71428571,61
858,906.8571429,47.85714286,61.57142857
859,906.5714286,47.71428571,63.14285714
860,904.4285714,48,62.85714286
861,905.5714286,48.71428571,63.42857143
862,902.4285714,49.57142857,64.71428571
863,904,49.28571429,65.85714286
864,900.1428571,49.85714286,66.28571429
865,894.7142857,49.85714286,66.57142857
866,892.1428571,50.28571429,65.71428571
867,1038.166667,51.5,38.5
868,1033.666667,52,39.16666667
869,1033.666667,52,39.66666667
870,1034.666667,52.16666667,40.5
871,1035.166667,53,41.5
872,1034.166667,52.83333333,41.5
873,1034.5,53.83333333,42
874,1032.5,54.16666667,42.66666667
875,1031.333333,54.66666667,42.83333333
876,1031.833333,54.5,42.83333333
877,1027,54.66666667,41.83333333
878,1024,54.83333333,43.16666667
879,1023.166667,55.5,44
880,1019,56.16666667,44.33333333
881,1016,56.5,45
882,1014.333333,56.16666667,44.16666667
883,1011.833333,57.16666667,45
884,1010.5,57.66666667,45.66666667
885,1008.333333,58,46.16666667
886,1003.666667,58,45.33333333
887,1000.666667,58.33333333,45.16666667
888,996.6666667,58.33333333,46.66666667
889,989.6666667,58.83333333,47.5
890,990.3333333,58.66666667,48
891,984.8333333,58.83333333,48.66666667
892,980.8333333,59.5,47.66666667
893,981.3333333,59.83333333,49
894,979,60.33333333,50.16666667
895,978,60.66666667,51
896,976,60.83333333,50.66666667
897,974,61.33333333,50.5
898,970.8333333,61.33333333,50.83333333
899,964.6666667,61.66666667,52.16666667
900,958,61.33333333,52.83333333
901,957.6666667,62.16666667,53.66666667
902,954.8333333,62.83333333,54.16666667
903,948.1666667,63,55.5
904,945.5,63.83333333,56.16666667
905,1132.2,42.8,29
906,1124.4,42.8,29.4
907,1119.4,43.2,30.8
908,1111.4,45,31
909,1107.4,45.2,30.8
910,1099,45.4,30.6
911,1095.2,45.6,31.2
912,1093,46.2,31
913,1092.2,46.2,30.2
914,1082.8,47,30.4
915,1082,47,31.4
916,1084.6,47.2,31.6
917,1078.6,47,31
918,1080,47.2,32.2
919,1074.8,47.6,31.6
920,1068.6,47.8,32
921,1064,47.8,32.4
922,1057,48,32
923,1050.8,48.2,31.6
924,1048.2,48.4,32.6
925,1044,48.6,31.8
926,1039.8,49.2,32
927,1032.2,49.6,32.4
928,1028,50,33.4
929,1021.8,51,33.8
930,1024.2,51.2,34.2
931,1024.6,51.6,34.6
932,1020.6,52,33.6
933,1016.6,52.4,32.4
934,1013.4,52.2,33.8
935,1011.4,53,33.2
936,1005.2,53.2,35.2
937,999,53.2,34.8
938,996.2,53.6,35
939,998.2,53.8,35.8
940,997.6,53.8,37.2
941,998.4,54,37.8
942,993.8,54.2,39.2
943,994.2,54.8,40
944,991.4,54.8,40.4
945,983.2,55.2,40.6
946,980.2,55.6,41
947,982.2,56.6,40.6
948,980.6,57,42.4
949,981.2,57,43.4
950,977.2,57.4,44.4
951,976.2,57.6,45.2
952,981.6,58.2,45.2
953,973.8,58.4,45.6
954,970.2,58.2,44
955,969.4,59,44.8
956,966.4,60,45
957,966.6,60.8,45.6
958,961.6,61.2,46.2
959,962,61.8,47.4
960,962.2,61.8,46.8
961,961.8,62.2,47.4
962,960.4,62.4,47.6
963,964,63,47.4
964,965.4,63.4,48.8
965,964.2,63.6,49.2
966,964.6,64.8,49.8
967,964.2,65.6,51.2
968,966.2,66,50.8
969,963,66.6,52
970,964.6,67,52.4
971,964.8,66.4,53.4
972,961.8,66.8,53.8
973,962,67,54.2
974,961.6,67.2,54.8
975,960.4,67.8,56.2
976,957.8,68.4,57.8
977,956.2,70.2,57.4
978,950.8,70.8,57.8
979,951,71.2,58.4
980,951,71.8,59.6
981,949.2,71.8,59.8
982,949.8,71.2,60
983,951.2,72.2,59.8
984,952,72.2,60
985,955,72.6,60.4
986,953.6,72.8,61
987,957,73,61.8
988,960.2,72.6,62.6
989,962.6,72.6,64
990,960.2,72.8,66
991,961.6,73.2,66.6
992,962.2,73.6,67.6
993,962.6,73.8,68.4
994,965.2,74.4,69.2
995,966.4,74.8,70.8
996,966,76.2,71.4
997,970.4,76.8,72.2
998,972.8,77.2,74
999,971.2,77,74.6
1000,970,77.6,76.6
1001,971.4,77.2,77.4
1002,974,77.2,78.8
1003,972.8,77.4,79.4
1004,977.2,78.2,79.4
1005,983,79,80
1006,981.4,79.6,80.8
1007,986.8,80.8,81
1008,987.8,81.2,83
1009,987.2,82,84.4
1010,987.4,81.6,85.4
1011,984.2,82.2,86.4
1012,979.6,82.8,87.8
1013,983.4,82.8,89.6
1014,983.8,83.4,91.2
1015,984.2,83.4,92
1016,985.8,83.4,93
1017,989,83.8,94
1018,993,83.8,93.6
1019,1236,46.5,76
1020,1239.5,47.25,75.5
1021,1242.75,47.25,77
1022,1241.75,47.5,77.75
1023,1244,48,79.25
1024,1241,48.75,80.25
1025,1245.5,48.5,80.75
1026,1243.5,49,80.25
1027,1242.75,49.5,80.5
1028,1234.75,49.5,80.75
1029,1233.75,49.75,81.5
1030,1230.75,51,81.25
1031,1229.5,51.25,81.5
1032,1233,51.5,82.25
1033,1231.25,51.25,83
1034,1234.5,51.25,82.75
1035,1239.75,51,84.25
1036,1235.75,51.25,85.25
1037,1234.25,51.25,85.5
1038,1240.5,51.25,85.25
1039,1238.5,51.25,86.5
1040,1241.5,51.5,87.25
1041,1242.75,52,88.75
1042,1246,52.5,89.25
1043,1241.25,52.75,89.5
1044,1239.5,52.75,91
1045,1240,52.5,91.75
1046,1238.25,52,93.25
1047,1234.25,52,94.5
1048,1230,53.25,94.75
1049,1225.5,53.75,96.75
1050,1222.5,53.75,98
1051,1219,54.25,98.25
1052,1225,53.75,97.75
1053,1225.25,53.75,99
1054,1217,54,100.25
1055,1212,54.25,100.25
1056,1203.5,54.75,101.25
1057,1195.25,55.25,102
1058,1189.75,55.25,102.5
1059,1186.75,56.25,103.75
1060,1188.25,56.25,104.5
1061,1184.5,56.75,106
1062,1178.75,57,108
1063,1177.5,58,109
1064,1170.75,58.25,109.75
1065,1163,58.5,110.75
1066,1160.25,58.75,111.25
1067,1150.5,59.25,112
1068,1145,59.75,112
1069,1139,60.5,111
1070,1132,60,113
1071,1134,59.5,115.25
1072,1133.5,59.75,116.75
1073,1128.75,60,116
1074,1126.75,60.25,116.75
1075,1122.5,59.5,117.5
1076,1115.25,59.25,119.5
1077,1107.5,59.75,121
1078,1469,35.33333333,106.6666667
1079,1470.333333,35,106.6666667
1080,1457.333333,35,107.6666667
1081,1448.333333,35,108
1082,1446.666667,35,107.6666667
1083,1443,35,109
1084,1440.333333,34.66666667,109.3333333
1085,1431.666667,34.66666667,110.3333333
1086,1422.333333,34.33333333,111
1087,1410.333333,34,111.6666667
1088,1411.333333,34.66666667,113
1089,1404.333333,34.66666667,114
1090,1399.333333,34.33333333,113.3333333
1091,1393,34.33333333,114.3333333
1092,1387,35,115.3333333
1093,1383,36,115.3333333
1094,1372.666667,35.66666667,115.6666667
1095,1365.666667,35.33333333,116.3333333
1096,1355,36,115.3333333
1097,1351,36,116.3333333
1098,1345.333333,36,117.6666667
1099,1334.666667,36.33333333,117.6666667
1100,1328,36.66666667,118
1101,1324.333333,37,118.6666667
1102,1318.333333,36.66666667,118.6666667
1103,1313.333333,36.66666667,117
1104,1312,36.33333333,118.6666667
1105,1309,36.33333333,118.3333333
1106,1305,36.66666667,119.3333333
1107,1300.333333,37,120
1108,1295.666667,36.33333333,121.3333333
1109,1287,36,121.3333333
1110,1286,36,122.3333333
1111,1282.333333,35.33333333,123.3333333
1112,1269.666667,35.66666667,122.6666667
1113,1261,37,123.6666667
1114,1257.666667,37.33333333,122.6666667
1115,1245.333333,37.33333333,124.3333333
1116,1242.666667,36.33333333,123
1117,1239.333333,36.33333333,123.3333333
1118,1232,36.33333333,124.6666667
1119,1231,36.66666667,121.6666667
1120,1222,36.66666667,123.3333333
1121,1214.333333,37,123
1122,1203.666667,37,122.3333333
1123,1194.333333,37,124.3333333
1124,1191.333333,37.33333333,124.6666667
1125,1179,37.66666667,125.6666667
1126,1172.333333,37,125
1127,1167.666667,37,124.6666667
1128,1158,36.33333333,126.3333333
1129,1153.666667,36.66666667,127
1130,1143.333333,36.66666667,128
1131,1134.666667,36,127.3333333
1132,1123.666667,37,125.6666667
1133,1117,37.33333333,126.3333333
1134,1107,37.66666667,127.3333333
1135,1092.333333,37.66666667,128.3333333
1136,1086,38.33333333,128.3333333
1137,1073.333333,38,128.6666667
1138,1066,38,129.6666667
1139,1059,38.33333333,130.3333333
1140,1047.666667,38.66666667,130.6666667
1141,1041,39,130
1142,1029.666667,39.66666667,130.3333333
1143,1018,40,130
1144,1006.666667,40.66666667,128.6666667
1145,991,41.33333333,129
1146,981,41.66666667,130.3333333
1147,976,42,129.6666667
1148,965.3333333,42,128.6666667
1149,958.3333333,41.33333333,129.6666667
1150,946.3333333,42,129.6666667
1151,935.3333333,43,129.3333333
1152,932.6666667,42.33333333,130.6666667
1153,923.3333333,42.33333333,131.3333333
1154,918.6666667,42.66666667,132.6666667
1155,905,43.66666667,131
1156,890,43,131.3333333
1157,880,42.66666667,130.3333333
1158,867,42.66666667,129.3333333
1159,856.6666667,42.66666667,129.6666667
1160,846.3333333,42.66666667,130.6666667
1161,839,44,131.3333333
1162,827,44.33333333,131.6666667
1163,815,45,130.6666667
1164,807.6666667,45.33333333,131.6666667
1165,791.3333333,45.33333333,130.6666667
1166,783,45.33333333,132
1167,772.3333333,46.66666667,132.6666667
1168,759.3333333,46.33333333,133
1169,748,47.66666667,131.3333333
1170,737.6666667,48,132.6666667
1171,727,48,134
1172,713,48.66666667,134
1173,700.3333333,48.33333333,133.6666667
1174,695.3333333,48,134.3333333
1175,689,48.33333333,132
1176,678.3333333,48.33333333,132.3333333
1177,663.6666667,48.66666667,132.3333333
1178,650,49.33333333,132
1179,634.3333333,50.66666667,130.6666667
1180,625.6666667,51,132
1181,616.6666667,51.66666667,130.3333333
1182,608.6666667,52.33333333,131.6666667
1183,601.3333333,53,133.3333333
1184,592.6666667,52.66666667,132.3333333
1185,581,52.66666667,131.3333333
1186,572,52.66666667,130.6666667
1187,561.3333333,52.66666667,132
1188,552.6666667,53.33333333,131
1189,542.6666667,53.66666667,133.3333333
1190,533,53.66666667,131
1191,522.6666667,54.33333333,133.3333333
1192,512.6666667,54.33333333,134
1193,503,55,134.6666667
1194,490.6666667,56.33333333,135
1195,484.6666667,57,132.6666667
1196,470.6666667,57,132
1197,458.6666667,57,132.6666667
1198,441.6666667,57.33333333,132.6666667
1199,431.3333333,58.33333333,132.3333333
1200,419,58,132.3333333
1201,408.3333333,59,132
1202,398.3333333,59,132.3333333
1203,387.3333333,59,133
1204,374,59.66666667,132.3333333
1205,363.6666667,60.33333333,132.3333333
1206,353.3333333,60.33333333,132
1207,341.3333333,61.33333333,133.3333333
1208,329,61.66666667,134.6666667
1209,320.6666667,62,133.3333333
1210,307.3333333,63.66666667,134.3333333
1211,298.6666667,64,136
1212,288,64,137.6666667
1213,279.3333333,64.66666667,137.6666667
1214,270,64.66666667,137.6666667
1215,264.6666667,65.33333333,138.6666667
1216,255.6666667,65.66666667,137
1217,246,66.66666667,137.3333333
1218,233.6666667,67.33333333,135.6666667
1219,225.3333333,68,137
1220,222.3333333,68.33333333,137
1221,216.3333333,68.66666667,138.3333333
1222,207,69.33333333,138
1223,201,69.33333333,138.3333333
1224,189,70,138.3333333
1225,179.3333333,70.33333333,139.6666667
1226,170.6666667,70.33333333,139
1227,162,71,138.6666667
1228,153,72,138.6666667
1229,147.3333333,73.33333333,139.3333333
1230,140.3333333,74,138.6666667
1231,135,74.66666667,138.3333333
1232,128.3333333,75.66666667,138.3333333
1233,124.6666667,76.33333333,138
1234,118.3333333,77,138.6666667
1235,115,78,139.3333333
1236,110.6666667,78.33333333,137.3333333
1237,105.3333333,78,138.3333333
1238,100.3333333,79,139
1239,94.66666667,78.66666667,138.3333333
1240,89.33333333,79.66666667,138.3333333
1241,84,80.66666667,138.6666667
1242,80.66666667,82.33333333,139
1243,81.33333333,82.66666667,138.6666667
1244,78.66666667,82.66666667,139.6666667
1245,75,82.66666667,139
1246,71.66666667,83,139
1247,71.33333333,84.33333333,137.6666667
1248,69.33333333,85.33333333,138
1249,68,86.33333333,137
1250,64.66666667,87,137.3333333
1251,63.33333333,87,138
1252,62.33333333,87.33333333,138
1253,61,87.33333333,136.6666667
1254,60.33333333,87,136
1255,58.33333333,88.66666667,135
1256,57,90,135.3333333
1257,54.33333333,90.33333333,135.6666667
1258,53.66666667,91,135.6666667
1259,55,92,135
1260,56,92.66666667,133
1261,55,93.33333333,133.3333333
1262,53.66666667,93.33333333,131.3333333
1263,53.33333333,94.66666667,129.6666667
1264,52.66666667,96,129.3333333
1265,52.33333333,96,129.6666667
1266,51.66666667,96.66666667,130.3333333
1267,52,97.33333333,129.3333333
1268,52.66666667,97.66666667,129.6666667
1269,52.66666667,98.33333333,130.6666667
1270,53,98.66666667,129.3333333
1271,54,99.66666667,130
1272,53.66666667,102,131
1273,53.66666667,102,130.6666667
1274,52.66666667,102.6666667,130.3333333
1275,52.66666667,102.3333333,130.6666667
1276,52.66666667,103.6666667,131.3333333
1277,51.66666667,105.3333333,131.6666667
1278,52,105.3333333,132.6666667
1279,77,10.5,127.5
1280,77.5,11,128
1281,77.5,11.5,129
1282,79,11.5,128.5
1283,79,12,128
1284,77.5,12,125.5
1285,78.5,12.5,123
1286,78,12.5,119.5
1287,77,12.5,117.5
1288,76.5,12.5,119
1289,76,13,119
1290,74,13,121
1291,73.5,12.5,118.5
1292,73.5,12.5,117.5
1293,73.5,12.5,119
1294,75,12,117
1295,76,12,114
1296,75,12,115
1297,75,12.5,113.5
1298,76.5,12.5,114.5
1299,75.5,12.5,115
1300,76,12.5,112.5
1301,77,12.5,112.5
1302,76,12.5,111.5
1303,77.5,12.5,110.5
1304,79,12.5,108
1305,78.5,12.5,102
1306,78.5,13,103
1307,81,13,100.5
1308,83.5,13,97.5
1309,84.5,13.5,97
1310,85,13.5,94
1311,86,13.5,94
1312,86,13.5,92
1313,87.5,13.5,93.5
1314,88.5,13.5,93.5
1315,90.5,13.5,92
1316,91,13.5,89
1317,90,13.5,87
1318,90.5,13.5,82.5
1319,87.5,13.5,82
1320,89.5,14,80.5
1321,90.5,14,78.5
1322,92.5,14,80
1323,92,14,79.5
1324,89.5,14,77.5
1325,88,14,78.5
1326,90.5,14,78
1327,89,13.5,78
1328,89,13,77.5
1329,86.5,13,78.5
1330,88.5,12.5,79.5
1331,87.5,12,80.5
1332,88.5,12,80
1333,91.5,12,78
1334,93,12.5,79
1335,94,12,77
1336,95.5,12,75.5
1337,96,12.5,74.5
1338,97.5,12.5,74
1339,98,11.5,73.5
1340,100,11,72.5
1341,108,22,56
1342,109,21,54
1343,110,22,56
1344,113,22,54
1345,113,22,54
1346,112,21,54
1347,114,21,53
1348,114,21,55
1349,113,21,52
1350,109,21,49
1351,109,21,45
1352,112,22,47
1353,115,22,50
1354,115,22,52
1355,115,22,50
1356,114,22,50
1357,117,21,49
1358,116,21,51
1359,115,21,51
1360,114,21,54
1361,111,21,50
1362,113,21,49
1363,113,21,50
1364,115,20,51
1365,115,20,52
1366,112,20,52
1367,113,20,52
1368,112,21,51
1369,111,21,52
1370,111,21,53
1371,109,21,54
1372,105,21,52
1373,101,20,54
1374,102,20,56
1375,105,19,56
1376,107,20,57
1377,104,20,54
1378,108,20,55
1379,106,20,55
1380,106,20,55
1381,105,20,55
1382,102,21,57
1383,102,22,59
1384,99,21,59
1385,100,20,60
1386,100,20,61
1387,102,20,62
1388,103,20,60
1389,106,19,61
1390,106,18,62
1391,107,19,65
1392,106,19,64
1393,110,19,65
1394,109,19,65
1395,111,18,66
1396,112,18,68
1397,112,18,67
1398,114,18,69
1399,112,18,67
1400,113,18,66
1401,116,18,68
1402,114,18,66
1403,116,18,64
1404,118,18,66
1405,120,18,66
1406,119,18,65
1407,116,18,63
1408,113,18,64
1409,112,17,64
1410,112,17,63
1411,109,17,59
1412,107,18,58
1413,105,18,59
1414,105,18,61
1415,104,19,60
1416,103,19,57
1417,101,19,57
1418,101,19,55
1419,102,19,56
1420,100,18,53
1421,100,18,55
1422,101,18,54
1423,103,18,56
1424,103,18,58
1425,100,18,58
1426,99,18,57
1427,98,17,56
1428,100,16,57
1429,101,16,56
1430,103,16,56
1431,106,16,56
1432,106,16,57
1433,109,16,55
1434,112,16,54
1435,115,17,54
1436,116,17,56
1437,118,17,59
1438,116,16,58
1439,116,16,54
1440,120,16,52
1441,121,15,51
1442,119,14,53
1443,116,14,54
1444,116,14,55
1445,118,15,56
1446,118,16,52
1447,120,16,53
1448,122,16,54
1449,122,16,50
1450,124,16,49
1451,126,15,51
1452,124,15,51
1453,121,15,51
1454,117,15,53
1455,116,15,53
1456,117,15,48
1457,116,16,49
1458,113,16,46
1459,113,16,46
1460,114,14,48
1461,115,14,47
1462,113,14,46
1463,114,14,45
1464,113,13,46
1465,116,13,47
1466,114,13,46
1467,112,13,48
1468,114,13,48
1469,114,13,47
1470,116,13,43
1471,118,13,44
1472,121,12,45
1473,119,12,43
1474,119,12,43
1475,121,12,44
1476,119,11,43
1477,121,11,45
1478,122,11,45
1479,120,11,41
1480,117,11,42
1481,118,11,43
1482,120,10,43
1483,122,9,44
1484,124,10,43
1485,125,10,45
1486,124,10,47
1487,123,10,48
1488,122,10,48
1489,122,10,47
1490,122,10,44
1491,120,9,44
1492,120,8,46
1493,118,8,46
1494,117,8,46
1495,116,8,48
1496,118,8,46
1497,121,9,46
1498,125,9,46
1499,128,9,45
1500,131,9,47
1501,134,9,48
1502,131,9,48
1503,133,9,50
1504,135,8,49
1505,136,8,45
1506,135,8,44
1507,135,8,46
1508,137,8,45
1509,140,8,42
1510,142,8,40
1511,142,8,41
1512,139,8,42
1513,139,8,43
1514,139,7,42
1515,139,7,41
1516,138,7,39
1517,138,7,38
1518,142,7,40
1519,142,7,41
1520,140,7,41
1521,138,7,44
1522,139,7,42
1523,139,7,44
1524,140,7,44
1525,140,7,46
1526,143,7,48
1527,141,7,43
1528,140,7,42
1529,142,8,41
1530,142,8,43
1531,144,8,43
1532,146,8,44
1533,145,8,43
1534,145,8,42
1535,143,8,39
1536,148,8,34
1537,145,8,33
1538,146,8,32
1539,145,8,32
1540,143,9,35
1541,140,10,35
1542,140,10,37
1543,142,10,40
1544,144,10,43
1545,141,10,44
1546,142,10,43
1547,140,10,36
1548,143,10,34
1549,144,9,37
1550,147,9,38
1551,149,8,39
1552,149,8,42
1553,149,8,40
1554,149,8,39
1555,150,8,39
1556,150,8,38
1557,154,8,37
1558,156,8,39
1559,154,8,39
1560,155,8,40
1561,154,8,37
1562,154,8,40
1563,156,9,40
1564,154,9,40
1565,154,9,39
1566,157,9,38
1567,157,9,36
1568,154,9,36
1569,154,9,34
1570,152,9,35
1571,149,9,37
1572,148,9,37
1573,145,10,39
1574,144,10,39
1575,142,10,41
1576,146,10,40
1577,150,10,40
1578,149,10,41
1579,153,10,43
1580,157,10,46
1581,158,10,43
1582,156,10,43
1583,156,10,43
1584,151,10,44
1585,154,10,43
1586,153,11,42
1587,152,11,40
1588,152,11,41
1589,156,11,39
1590,159,11,40
1591,156,11,42
1592,156,12,40
1593,154,12,38
1594,155,12,40
1595,152,12,43
1596,152,12,43
1597,153,13,44
1598,153,13,41
1599,152,13,42
1600,151,13,42
1601,154,13,42
1602,153,13,42
1603,155,12,39
1604,154,12,38
1605,155,12,39
1606,157,12,35
1607,162,12,32
1608,159,12,35
1609,161,12,33
1610,161,12,31
1611,158,12,31
1612,159,12,33
1613,164,12,31
1614,166,12,31
1615,163,12,31
1616,163,12,32
1617,164,12,30
1618,161,12,28
1619,160,14,31
1620,156,14,32
1621,156,14,34
1622,155,14,35
1623,153,14,35
1624,152,15,33
1625,151,15,34
1626,151,15,35
1627,152,15,35
1628,152,15,34
1629,152,16,33
1630,151,16,35
1631,148,16,36
1632,146,16,30
1633,143,17,32
1634,144,17,30
1635,142,17,29
1636,142,17,32
1637,141,16,34
1638,140,16,33
1639,140,16,36
1640,139,17,34
1641,140,17,36
1642,141,17,29
1643,140,17,31
1644,137,17,33
1645,137,18,29
1646,138,18,31
1647,138,18,33
1648,136,17,33
1649,139,17,34
1650,139,17,31
1651,140,17,34
1652,138,18,36
1653,137,17,39
1654,137,17,39
1655,139,17,39
1656,132,17,40
1657,132,18,39
1658,134,18,37
1659,137,18,35
1660,139,18,37
1661,145,18,37
1662,142,18,36
1663,138,18,37
1664,139,18,39
1665,139,18,38
1666,138,18,40
1667,138,18,39
1668,135,18,38
1669,128,18,40
1670,124,18,41
1671,123,18,43
1672,123,18,46
1673,123,18,47
1674,124,19,46
1675,125,19,47
1676,132,19,49
1677,127,18,50
1678,124,18,47
1679,123,18,48
1680,120,18,50
1681,121,18,51
1682,125,18,50
1683,125,18,51
1684,125,18,51
1685,128,18,51
1686,130,18,51
1687,131,18,50
1688,130,18,51
1689,129,18,51
1690,130,18,52
1691,132,18,52
1692,128,19,51
1693,131,19,53
1694,130,19,54
1695,131,19,56
1696,132,20,56
1697,132,19,54
1698,128,19,55
1699,130,19,55
1700,131,19,53
1701,129,19,56
1702,128,19,58
1703,129,18,61
1704,130,19,63
1705,134,18,58
1706,141,18,58
1707,143,19,58
1708,147,19,59
1709,148,19,59
1710,143,19,54
1711,142,19,51
1712,141,20,53
1713,140,18,51
1714,140,19,52
1715,141,19,53
1716,140,18,54
1717,138,18,56
1718,136,19,55
1719,137,19,56
1720,140,20,50
1721,140,20,52
1722,141,20,51
1723,137,20,50
1724,137,19,51
1725,138,19,48
1726,142,18,50
1727,143,18,53
1728,143,18,54
1729,142,18,53
1730,141,18,54
1731,145,18,52
1732,144,18,53
1733,144,17,50
1734,147,17,48
1735,146,17,48
1736,144,17,49
1737,142,18,50
1738,141,18,50
1739,139,18,50
1740,137,17,49
1741,139,17,47
1742,139,16,47
1743,140,16,45
1744,142,16,44
1745,140,15,39
1746,138,15,37
1747,138,15,37
1748,140,15,36
1749,138,16,39
1750,140,17,39
1751,139,18,40
1752,138,18,40
1753,141,18,39
1754,140,18,41
1755,149,18,41
1756,150,18,39
1757,149,18,40
1758,153,18,40
1759,155,18,40
1760,157,17,37
1761,159,17,40
1762,156,17,42
1763,157,17,39
1764,159,17,40
1765,157,18,38
1766,157,18,36
1767,156,19,35
1768,158,20,35
1769,164,20,35
1770,165,20,37
1771,166,20,38
1772,164,19,34
1773,166,19,34
1774,169,20,34
1775,170,20,35
1776,170,20,37
1777,168,20,32
1778,172,20,35
1779,171,20,34
1780,177,20,36
1781,176,20,38
1782,172,22,35
1783,174,23,35
1784,176,23,33
1785,181,23,35
1786,178,23,37
1787,181,24,36
1788,182,24,35
1789,185,24,36
1790,181,24,38
1791,180,24,36
1792,184,24,37
1793,179,24,36
1794,180,26,33
1795,178,26,36
1796,176,26,37
1797,177,26,38
1798,177,27,36
1799,181,27,35
1800,180,27,34
1801,178,27,37
1802,178,27,35
1803,183,27,32
1804,187,26,34
1805,185,27,34
1806,187,26,34
1807,192,26,33
1808,192,26,32
1809,195,26,33
1810,196,26,35
1811,195,25,35
1812,196,24,36
1813,195,23,37
1814,196,24,38
1815,194,24,38
1816,193,24,37
1817,194,23,39
1818,194,24,38
1819,192,24,38
1820,189,24,34
1821,188,24,35
1822,186,24,33
1823,182,24,28
1824,181,24,28
1825,181,26,28
1826,185,26,29
1827,184,26,29
1828,176,25,30
1829,174,26,33
1830,173,27,33
1831,169,28,32
1832,166,28,32
1833,163,27,33
1834,165,28,30
1835,161,28,32
1836,162,28,34
1837,165,28,34
1838,164,28,29
1839,166,28,28
1840,167,28,26
1841,170,28,29
1842,171,29,30
1843,167,30,32
1844,165,29,31
1845,159,29,33
1846,159,29,31
1847,162,29,30
1848,166,29,31
1849,164,29,32
1850,165,28,33
1851,161,28,35
1852,157,27,35
1853,159,27,32
1854,155,27,34
1855,156,27,33
1856,158,27,34
1857,162,27,35
1858,166,26,36
1859,168,26,39
1860,170,26,41
1861,167,26,40
1862,169,27,41
1863,168,26,40
1864,166,25,37
1865,166,25,37
1866,159,24,38
1867,155,25,39
1868,151,25,38
1869,150,26,40
1870,149,26,39
1871,143,26,40
1872,140,27,38
1873,139,27,38
1874,142,28,38
1875,140,27,39
1876,140,27,39
1877,139,28,39
1878,139,28,38
1879,142,27,39
1880,139,27,41
1881,139,28,41
1882,140,28,44
1883,139,28,45
1884,132,29,48
1885,128,30,48
1886,124,31,47
1887,118,31,48
1888,115,31,47
1889,111,31,47
1890,110,31,49
1891,114,31,50
1892,114,31,53
1893,110,31,54
1894,110,31,55
1895,109,31,54
1896,111,32,54
1897,110,32,56
1898,110,31,58
1899,109,31,56
1900,109,32,57
1901,112,32,55
1902,111,32,55
1903,113,32,57
1904,120,32,57
1905,121,32,60
1906,116,31,56
1907,113,30,57
1908,112,30,60
1909,108,30,60
1910,104,30,58
1911,103,30,57
1912,103,30,56
1913,103,29,59
1914,103,29,52
1915,102,29,54
1916,102,31,53
1917,98,32,54
1918,96,32,55
1919,89,31,57
1920,91,31,56
1921,92,31,56
1922,92,30,57
1923,92,31,58
1924,90,32,58
1925,90,32,58
1926,88,32,58
1927,89,34,60
1928,91,35,63
1929,93,35,64
1930,92,34,66
1931,97,34,65
1932,100,35,66
1933,103,34,67
1934,100,34,70
1935,101,34,67
1936,103,35,68
1937,101,35,68
1938,101,35,68
1939,101,35,66
1940,103,34,67
1941,102,34,68
1942,99,34,69
1943,93,34,68
1944,93,34,71
1945,90,34,72
1946,89,35,75
1947,90,35,75
1948,89,36,74
1949,94,37,75
1950,91,36,73
1951,88,36,74
1952,89,36,75
1953,87,37,78
1954,88,37,79
1955,88,37,80
1956,84,37,82
1957,84,38,84
1958,81,39,83
1959,77,40,83
1960,74,41,81
1961,74,41,82
1962,73,43,81
1963,70,45,84
1964,66,45,84
1965,63,45,83
1966,62,46,85
1967,59,45,85
1968,60,46,87
1969,61,45,89
1970,62,44,90
1971,64,43,91
1972,62,43,93
1973,60,41,93
1974,60,39,96
1975,58,40,96
1976,56,39,98
1977,56,41,96
1978,56,41,96
1979,57,41,98
1980,58,42,99
1981,57,42,98
1982,57,42,99
1983,57,42,101
1984,58,42,103
1985,54,41,104
1986,53,42,106
1987,53,41,106
1988,52,41,107
1989,52,41,108
1990,53,41,110
1991,55,41,112
1992,54,37,110
1993,52,37,112
1994,52,37,114
1995,50,38,116
1996,51,38,117
1997,52,37,118
1998,50,37,117
1999,50,37,115
2000,46,38,115
2001,45,38,118
2002,46,36,118
2003,45,36,120
2004,45,36,117
2005,41,37,119
2006,40,36,120
2007,39,35,121
2008,37,34,124
2009,35,35,125
2010,34,35,126
2011,31,36,125
2012,32,35,125
2013,31,36,125
2014,32,36,127
2015,31,36,130
2016,30,36,132
2017,29,34,132
2018,26,34,135
2019,25,34,136
2020,25,33,138
2021,26,33,138
2022,25,32,141
2023,25,32,142
2024,24,32,142
2025,23,31,141
2026,23,31,142
2027,22,31,145
2028,22,31,145
2029,23,30,147
2030,24,31,147
2031,23,32,147
2032,22,34,147
2033,22,32,146
2034,20,32,148
2035,20,30,147
2036,21,29,149
2037,23,30,151
2038,25,29,154
2039,24,27,153
2040,24,27,155
2041,24,27,156
2042,26,27,154
2043,26,26,154
2044,27,26,155
2045,27,25,157
2046,28,24,159
2047,29,24,157
2048,29,23,158
2049,30,23,158
2050,30,21,160
2051,29,21,159
2052,30,20,159
2053,30,20,156
2054,30,20,154
2055,29,22,155
2056,30,21,155
2057,30,21,155
2058,29,21,155
2059,29,20,157
2060,30,20,156
2061,30,21,159
2062,30,20,160
