[step],(mean) curr-fish-count,(mean) curr-shark-count,(mean) curr-food-count
301,67.5,4,171.8
302,68.1,4,171.2
303,68.6,3.7,168.7
304,70.7,3.7,168.4
305,71.1,3.6,168.2
306,71.4,3.6,167
307,72.1,3.6,166.9
308,73.1,3.7,165.4
309,73.4,3.7,164.4
310,74.6,3.7,163.6
311,75,3.8,161.9
312,75.1,3.8,162.8
313,75.3,3.8,162.2
314,75.6,3.7,161.8
315,76.2,3.5,161
316,77.3,3.6,160.2
317,77.6,3.6,159.6
318,78.3,3.6,157.6
319,78.7,3.4,156.3
320,78.8,3.5,155.8
321,79.9,3.5,155.8
322,80.8,3.5,154.4
323,82,3.7,153.9
324,83.2,3.8,152.7
325,84.9,3.7,152.4
326,87,3.8,150.7
327,87.3,3.8,149.9
328,89,3.8,149.4
329,90,3.9,148
330,90.8,3.9,146.5
331,92.8,4,144.4
332,93.2,4,143.8
333,92.7,3.9,142.9
334,93.4,3.9,142.2
335,94.3,3.9,141.8
336,94.6,3.9,140.1
337,95.8,4.3,137.7
338,96.8,4.3,137
339,97.2,4.3,136.3
340,98.5,4.3,134.2
341,98.8,4.3,132.3
342,99,4.3,131.1
343,99.5,4.3,129.7
344,99.7,4.3,127.5
345,99.5,4.4,126.4
346,99.4,4.4,126.4
347,100.1,4.5,125.1
348,102.1,4.4,123.9
349,104,4.4,123.6
350,104.2,4.4,123.8
351,104.4,4.4,123
352,104.7,4.4,120.7
353,105.7,4.4,119
354,106.8,4.5,118.8
355,106.4,4.5,117.4
356,107.5,4.7,116.7
357,108,4.5,115.8
358,109.8,4.5,116.1
359,110.1,4.5,114.6
360,111.8,4.5,113.8
361,112.8,4.5,113.1
362,113.5,4.6,112.3
363,114.8,4.6,111
364,116,4.5,110.5
365,116.6,4.5,109.9
366,116.8,4.5,109
367,119.2,4.5,108
368,119.2,4.5,106.6
369,120.3,4.5,105.3
370,120.5,4.5,104.9
371,121.4,4.4,103.2
372,122,4.4,101.4
373,122.4,4.5,101.2
374,123.4,4.5,100.5
375,124.9,4.5,98.7
376,126,4.5,97.1
377,127.8,4.4,95.7
378,129.2,4.4,95
379,130.3,4.4,93.1
380,132,4.4,93.3
381,133.2,4.4,92.7
382,134.1,4.4,91.6
383,134.2,4.5,91.1
384,133.8,4.7,89.2
385,134.3,4.7,86.6
386,134,4.7,86.2
387,135.1,4.9,84.8
388,136,4.8,82.9
389,137.5,5,82.4
390,138.1,5,81.6
391,137.7,4.9,79.5
392,138.4,5.1,77.8
393,139.3,5.1,75.5
394,139.8,5.2,75.3
395,140.7,5.2,74.7
396,141,5.2,73.4
397,141.4,5.1,72.6
398,142.2,5.3,70.8
399,142.1,5.2,71
400,144.1,5.2,69.5
401,145.2,5.1,69.2
402,145.9,5.2,68.6
403,146.8,5.2,67.3
404,146.9,5,67
405,148.8,5.1,66
406,148.9,5.1,65.7
407,149.5,5.1,65.1
408,149.2,5,64.5
409,150.1,5.2,63.8
410,150.3,5.2,63.9
411,152.1,5.2,62.8
412,152.6,5.3,62.8
413,154.2,5.3,62
414,154.8,5.4,60.6
415,154.6,5.4,60.4
416,155.4,5.4,59.4
417,156.1,5.4,59.3
418,155.7,5.4,59.2
419,155.8,5.4,59
420,156.8,5.5,57
421,157.4,5.5,56.6
422,159.3,5.6,55.8
423,160.1,5.5,55.6
424,160.4,5.6,54.8
425,160.9,5.6,54
426,161.3,5.6,53.4
427,162.1,5.6,53.9
428,163.3,5.6,53.2
429,164,5.6,52.9
430,164.2,5.8,52.9
431,164.7,6,52.2
432,164.9,6.2,50
433,164.6,6.2,49.5
434,166.6,6.2,50
435,167.1,6.3,48.4
436,167.6,6.3,47.8
437,168.9,6.2,46.8
438,170.3,6.2,46.4
439,171.4,6.2,46.2
440,171,6.2,46.4
441,171.5,6.2,45.5
442,172.9,6.2,45.1
443,174.3,6.2,45.5
444,174.1,6.3,44.8
445,173.4,6.3,43.3
446,173.9,6.4,43.3
447,174,6.5,43.4
448,174.4,6.5,42
449,174.8,6.6,41.2
450,176,6.8,40.7
451,177.2,6.8,39.7
452,175.8,6.9,39.1
453,175.5,6.9,38.3
454,176.6,7,39.1
455,177,7.3,38.4
456,177.7,7.3,39
457,178.2,7.3,38.3
458,179.1,7.4,38.2
459,179.3,7.4,38.5
460,180.2,7.5,38.2
461,181.8,7.5,38.4
462,182,7.6,37.3
463,183,7.6,36.7
464,183,7.7,37.4
465,183.4,7.5,36.7
466,184.9,7.5,36
467,184.7,7.6,35.8
468,186,7.7,35.5
469,186.3,7.8,35
470,189.1,7.8,34.5
471,189.1,8,34.7
472,189.4,8.1,34.3
473,191.1,8,34.4
474,191.3,8.2,32.6
475,191.6,8.3,32
476,191.2,8.4,31.8
477,191.3,8.3,31.1
478,190.7,8.4,31.2
479,191.2,8.4,31.4
480,192.3,8.4,30.8
481,191.7,8.4,30.6
482,192.6,8.7,31.2
483,192.4,8.7,31.1
484,193.3,8.8,30.8
485,195.1,8.8,30.2
486,194.8,9,30.9
487,195,9,31.4
488,194.7,9.1,31
489,195.1,9.1,30.9
490,195.9,9.1,29.6
491,196.1,9.1,30.3
492,196.6,9.2,31.1
493,196.3,9.3,30.2
494,196.2,9.3,30
495,196.9,9.2,29.8
496,200.5,9.3,30.4
497,201.1,9.4,29.8
498,199.7,9.4,29.2
499,200.6,9.7,28.6
500,201.9,9.9,29.2
