[step],(mean) curr-fish-count,(mean) curr-shark-count,(mean) curr-food-count
143,17.71428571,48.85714286,86.42857143
144,21.5,49.33333333,85.5
145,22.16666667,47.83333333,86.33333333
146,22,46.16666667,85.5
147,22.16666667,44,85.33333333
148,23,43.5,85.33333333
149,23.16666667,42.16666667,86
150,23.16666667,41.66666667,87.33333333
151,24.16666667,41.33333333,88.16666667
152,25.33333333,40.5,89.83333333
153,25.66666667,40.83333333,90
154,25.33333333,40,88.66666667
155,25.5,40.33333333,88.16666667
156,26,38.16666667,89.33333333
157,26.83333333,37.83333333,89.66666667
158,28.5,38.16666667,89.5
159,28.5,36.5,90.33333333
160,29.66666667,35.66666667,90
161,29.16666667,34.16666667,89.83333333
162,29.5,33.66666667,91
163,30.16666667,32,91.33333333
164,31.16666667,31.33333333,91.66666667
165,32.5,30.83333333,92.33333333
166,33.33333333,30.83333333,92.66666667
167,34,30.5,92.5
168,34.66666667,30,92.83333333
169,36,29.16666667,92.5
170,36.66666667,29.66666667,92.33333333
171,38.16666667,30.66666667,92
172,40.66666667,30.33333333,92.5
173,41.66666667,29.5,93.33333333
174,42.66666667,29.33333333,93.16666667
175,43.5,28.83333333,92.33333333
176,44.5,29,92.5
177,44.83333333,29.5,92.66666667
178,45.16666667,29.16666667,93
179,53.6,34.6,86
180,54.6,34,85.4
181,55.8,34,85
182,57.4,34.2,84.6
183,58.6,33.8,84
184,60.2,34.2,83
185,59.6,35.4,82.2
186,60.8,35.6,82
187,63.2,36.4,83.2
188,64.4,37.4,82.4
189,65.4,37.4,84
190,67.2,36.8,84.8
191,68.2,37.2,85
192,67.8,37.2,84.8
193,68.4,37.8,83.2
194,70.4,39,82.8
195,71.6,38.6,81.4
196,72.4,38.2,81
197,74,39.2,81
198,78,39.8,80.6
199,77.8,41.8,79.4
200,79.2,41.6,79.2
201,81,43,78.4
202,82.8,42,78.2
203,85.4,42.6,79.6
204,87.4,44.4,78.8
205,89,45.8,78.4
206,90.6,46.8,77.4
207,92.8,46.8,77
208,96.8,48.6,76.6
209,99.6,48.2,76.8
210,101.4,49.8,76.2
211,102.8,51.2,75.6
212,105,53.6,76
213,107,55.6,75.6
214,108.8,56.2,76.4
215,113,56.6,76
216,114,58.6,75
217,118.4,59.8,74
218,120.4,59.6,72.6
219,121,63.2,73.4
220,123.4,65.2,72.4
221,123.4,65.8,72.4
222,125.2,68.2,72
223,127.2,68.6,70.8
224,130.4,70.4,70.8
225,131.8,71.2,70.8
226,168.5,89.75,56.75
227,169,90.25,56
228,170,92.25,55.75
229,174.25,92,56.25
230,175.25,95.5,55.25
231,177.75,95.25,56
232,178,97.25,55
233,177.75,100.5,55.5
234,176.75,101.75,54.25
235,179.75,101.5,52.5
236,180.25,102.25,53.25
237,184.75,102,54
238,186,103.75,52.5
239,187.5,104.75,53.5
240,192.5,105.75,53
241,192.75,107.5,50.75
242,194.75,109.25,50.25
243,196.5,110,48
244,200.25,111.25,47
245,203.75,110,46.75
246,207.5,111.25,47.75
247,204.75,110.25,47.25
248,205.5,110,47
249,208,108.75,46
250,210.75,111.5,46.5
251,214,113.5,45
252,214,114.25,45.5
253,214.5,117,43.5
254,214.5,120,43.25
255,219.5,122.5,42.25
256,223.75,126.5,42.25
257,224.5,127.25,42
258,226,129,41.25
259,229.25,131.5,41
260,228.5,134.25,40.25
261,220.75,137.5,39.5
262,217.5,140,40
263,217.75,145.25,40.25
264,222.75,147,38.25
265,218.5,149.75,39.25
266,219,154.25,40
267,218.75,157.25,39.75
268,220.25,162.75,38.75
269,219,166.25,37.75
270,214.75,167.75,37.5
271,211.75,172.5,38.5
272,210.5,177.25,38.75
273,207.5,179.25,39
274,205.25,183.5,38
275,204.5,189,38.75
276,206.5,191.5,39
277,205.5,196,38.5
278,205,196.75,38.75
279,205.5,204,39.25
280,203.25,211.5,38
281,200.75,214.5,38.75
282,198.25,219.25,37.75
283,196,222.75,37
284,194.5,228,37
285,195.25,232.5,37
286,197.75,232.25,37.5
287,197.5,237.25,37
288,198.5,240.25,37
289,194,242.5,38.25
290,187.25,242.75,37.75
291,180.75,244.5,37.75
292,177.25,244,39
293,176,244.25,39.5
294,173.75,243.25,39.25
295,170.5,242.25,38.75
296,168.75,240.25,37.75
297,168.5,246,37.5
298,162.25,246.75,37.75
299,157.25,246,36.75
300,153.5,249.25,36.25
301,154,252,36.25
302,154.25,250,37
303,152.25,255.25,38.25
304,150.5,258.5,38.5
305,149,260.5,38.5
306,142.75,265.5,37.5
307,140.25,266.75,36.5
308,135.75,269.5,37.25
309,127,271.75,37.5
310,123,273,39.25
311,117.75,278.5,39.25
312,110,277,39
313,102.25,278.5,40
314,95.75,280,41.25
315,92.75,277.75,41.75
316,88.75,280,42.25
317,83.75,283,42.75
318,76.5,285.25,43.5
319,96.66666667,331.6666667,36.33333333
320,90,334.6666667,37.66666667
321,86,333,39.66666667
322,80,342.6666667,40
323,74,353.6666667,42
324,69.66666667,356.3333333,41.66666667
325,63.33333333,360.6666667,41.33333333
326,58.66666667,360.3333333,42.33333333
327,84.5,402,24
328,74,408.5,27
329,69,418,30
330,64,428.5,29
331,58.5,429,29
332,57,435,30
333,55.5,444.5,31.5
334,53,450.5,32.5
335,49.5,453.5,34
336,44,459,33
337,84,244,24
338,80,249,24
339,78,247,24
340,78,250,27
341,74,248,30
342,68,244,30
343,66,250,32
344,65,256,32
345,61,257,31
346,59,269,33
347,54,289,36
348,49,294,37
349,44,305,38
350,37,314,38
351,35,319,41
352,29,318,41
353,28,321,40
354,25,326,40
355,23,344,40
356,20,346,42
357,17,358,42
358,15,366,42
359,13,371,42
360,9,366,41
361,5,363,41
362,4,361,41
363,2,357,44
364,2,350,44
365,1,358,44
366,1,358,44
367,1,368,43
368,1,361,43
369,0,360,46
